,timestamp,block,TVL_USD,supplied_USD,borrowed_USD,liquidations,token_balance,close,lender_variable_apr,lender_stable_apr,borrower_variable_apr,borrower_stable_apr
2024-06-08 01:00:00,1717800287.0,20043012.0,23265699.19934779,23265699.19934779,12281286.0933261,0.0,2.3235493058371908e+25,1.0013,2.3510516338972764,,5.938499348190513,14.938499348190513
2024-06-08 02:00:00,1717811759.0,20043964.0,23751845.308894053,23751845.308894053,12626999.917498546,0.0,2.3721007998496007e+25,1.0013,2.3845698612830333,,5.980681225349291,14.980681225349292
2024-06-08 03:00:00,1717813535.0,20044112.0,38730325.283943854,38730325.283943854,12953460.209030207,0.0,3.8680041230344404e+25,1.0013,0.9437938251377171,,3.7625665943695608,12.762566594369561
2024-06-08 04:00:00,1717819163.0,20044581.0,58711061.84444493,58711061.84444493,12953544.710970795,0.0,5.863483655692093e+25,1.0013,0.4107210211592093,,2.482098974132204,11.482098974132203
2024-06-08 05:00:00,1717821851.0,20044804.0,58170364.81396751,58170364.81396751,13003637.15925735,0.0,5.809484151999152e+25,1.0013,0.4216338918860107,,2.514857526439651,11.51485752643965
2024-06-08 06:00:00,1717821851.0,20044804.0,58170364.81396751,58170364.81396751,13003637.15925735,0.0,5.809484151999152e+25,1.0013,0.4216338918860107,,2.514857526439651,11.51485752643965
2024-06-08 07:00:00,1717829351.0,20045425.0,59053255.97056634,59053255.97056634,15568901.02572504,0.0,5.8976586408235635e+25,1.0013,0.586458599478591,,2.965953302427209,11.96595330242721
2024-06-08 08:00:00,1717830851.0,20045548.0,58352361.98840409,58352361.98840409,15568922.989512123,0.0,5.827660240527723e+25,1.0013,0.6006331007150253,,3.00158233449049,12.00158233449049
2024-06-08 09:00:00,1717835111.0,20045901.0,58456199.79549924,58456199.79549924,15568986.116156416,0.0,5.838030539848122e+25,1.0013,0.5985056864463169,,2.9962618872012428,11.996261887201243
2024-06-08 10:00:00,1717839767.0,20046289.0,58456251.44964985,58456251.44964985,15570556.938906787,0.0,5.83803569855686e+25,1.0013,0.598625053638829,,2.9965606625901025,11.996560662590102
2024-06-08 11:00:00,1717842611.0,20046525.0,58456283.10067287,58456283.10067287,15682744.740557166,0.0,5.8380388595498725e+25,1.0013,0.6072815898294439,,3.01814907641118,12.01814907641118
2024-06-08 12:00:00,1717845911.0,20046799.0,58456320.248092,58456320.248092,15688553.418092595,0.0,5.838042569468891e+25,1.0013,0.6077305011319984,,3.019264399978905,12.019264399978905
2024-06-08 13:00:00,1717849847.0,20047123.0,58456366.94300434,58456366.94300434,19425820.91861809,0.0,5.838047232897667e+25,1.0013,0.9317578672515524,,3.7384980953282945,12.738498095328294
2024-06-08 14:00:00,1717849847.0,20047123.0,58456366.94300434,58456366.94300434,19425820.91861809,0.0,5.838047232897667e+25,1.0013,0.9317578672515524,,3.7384980953282945,12.738498095328294
2024-06-08 15:00:00,1717856699.0,20047691.0,58706522.37272858,58706522.37272858,19425978.712098517,0.0,5.863030297885607e+25,1.0013,0.9238479442707198,,3.7225957561976557,12.722595756197656
2024-06-08 16:00:00,1717861319.0,20048073.0,58706601.827909335,58706601.827909335,19434095.053408556,0.0,5.8630382330879195e+25,1.0013,0.9246167517160857,,3.7241443682732394,12.72414436827324
2024-06-08 17:00:00,1717865459.0,20048416.0,58706673.643670835,58706673.643670835,19608628.593973454,0.0,5.863045405340142e+25,1.0013,0.9412958347672925,,3.7575840005925865,12.757584000592587
2024-06-08 18:00:00,1717869311.0,20048733.0,58717387.97139535,58717387.97139535,19708849.040642504,0.0,5.864115447058359e+25,1.0013,0.9505946816667468,,3.776098545456832,12.776098545456833
2024-06-08 19:00:00,1717869311.0,20048733.0,58717387.97139535,58717387.97139535,19708849.040642504,0.0,5.864115447058359e+25,1.0013,0.9505946816667468,,3.776098545456832,12.776098545456833
2024-06-08 20:00:00,1717869311.0,20048733.0,58717387.97139535,58717387.97139535,19708849.040642504,0.0,5.864115447058359e+25,1.0013,0.9505946816667468,,3.776098545456832,12.776098545456833
2024-06-08 21:00:00,1717877963.0,20049452.0,58717541.10750498,58717541.10750498,20110574.524745796,0.0,5.8641307407874745e+25,1.0013,0.9897346829049796,,3.853053366302457,12.853053366302456
2024-06-08 22:00:00,1717883399.0,20049904.0,58709773.36489929,58709773.36489929,20143032.695742544,0.0,5.8641407452848535e+25,1.00116583,0.9931937279506466,,3.859780553251661,12.85978055325166
2024-06-08 23:00:00,1717885571.0,20050084.0,58709813.52525827,58709813.52525827,20153301.869647708,0.0,5.864144756644189e+25,1.00116583,0.9942048580820909,,3.861744796232833,12.861744796232832
2024-06-09 00:00:00,1717885571.0,20050084.0,58709813.52525827,58709813.52525827,20153301.869647708,0.0,5.864144756644189e+25,1.00116583,0.9942048580820909,,3.861744796232833,12.861744796232832
2024-06-09 01:00:00,1717885571.0,20050084.0,58709813.52525827,58709813.52525827,20153301.869647708,0.0,5.864144756644189e+25,1.00116583,0.9942048580820909,,3.861744796232833,12.861744796232832
2024-06-09 02:00:00,1717897151.0,20051041.0,58710027.957558885,58710027.957558885,20511481.447738342,0.0,5.8641661749042e+25,1.00116583,1.0298483746625855,,3.9303594771901946,12.930359477190194
2024-06-09 03:00:00,1717901999.0,20051441.0,58710123.22164551,58710123.22164551,21435972.723825265,0.0,5.864175690219622e+25,1.00116583,1.124770048861146,,4.10749932841348,13.10749932841348
2024-06-09 04:00:00,1717904051.0,20051611.0,58710166.18987753,58710166.18987753,21441035.844717123,0.0,5.864179982039293e+25,1.00116583,1.1252992509187982,,4.108465499889463,13.108465499889464
2024-06-09 05:00:00,1717904051.0,20051611.0,58710166.18987753,58710166.18987753,21441035.844717123,0.0,5.864179982039293e+25,1.00116583,1.1252992509187982,,4.108465499889463,13.108465499889464
2024-06-09 06:00:00,1717911587.0,20052239.0,58710324.23229547,58710324.23229547,21511528.412567753,0.0,5.864195767877482e+25,1.00116583,1.13270266795114,,4.121958274809087,13.121958274809087
2024-06-09 07:00:00,1717913975.0,20052438.0,58710374.5890947,58710374.5890947,21531618.872555926,0.0,5.864200797693494e+25,1.00116583,1.1348168112189103,,4.1258032149247805,13.125803214924781
2024-06-09 08:00:00,1717918487.0,20052809.0,58710469.916141436,58710469.916141436,21545562.0656649,0.0,5.864210319297597e+25,1.00116583,1.136282109896153,,4.128466016384572,13.128466016384571
2024-06-09 09:00:00,1717918487.0,20052809.0,58710469.916141436,58710469.916141436,21545562.0656649,0.0,5.864210319297597e+25,1.00116583,1.136282109896153,,4.128466016384572,13.128466016384571
2024-06-09 10:00:00,1717927091.0,20053521.0,58705807.268905476,58705807.268905476,21619526.061638143,0.0,5.863744597526413e+25,1.00116583,1.14427638443398,,4.142963403954916,13.142963403954916
2024-06-09 11:00:00,1717929803.0,20053746.0,58705865.03793579,58705865.03793579,21624608.91745725,0.0,5.863750367702401e+25,1.00116583,1.1448114934559812,,4.143931997733519,13.14393199773352
2024-06-09 12:00:00,1717933727.0,20054069.0,58705949.20477505,58705949.20477505,21751881.20274076,0.0,5.86375877458533e+25,1.00116583,1.158322365450061,,4.168313265788803,13.168313265788802
2024-06-09 13:00:00,1717933727.0,20054069.0,58705949.20477505,58705949.20477505,21751881.20274076,0.0,5.86375877458533e+25,1.00116583,1.158322365450061,,4.168313265788803,13.168313265788802
2024-06-09 14:00:00,1717933727.0,20054069.0,58705949.20477505,58705949.20477505,21751881.20274076,0.0,5.86375877458533e+25,1.00116583,1.158322365450061,,4.168313265788803,13.168313265788802
2024-06-09 15:00:00,1717933727.0,20054069.0,58705949.20477505,58705949.20477505,21751881.20274076,0.0,5.86375877458533e+25,1.00116583,1.158322365450061,,4.168313265788803,13.168313265788802
2024-06-09 16:00:00,1717933727.0,20054069.0,58705949.20477505,58705949.20477505,21751881.20274076,0.0,5.86375877458533e+25,1.00116583,1.158322365450061,,4.168313265788803,13.168313265788802
2024-06-09 17:00:00,1717933727.0,20054069.0,58705949.20477505,58705949.20477505,21751881.20274076,0.0,5.86375877458533e+25,1.00116583,1.158322365450061,,4.168313265788803,13.168313265788802
2024-06-09 18:00:00,1717933727.0,20054069.0,58705949.20477505,58705949.20477505,21751881.20274076,0.0,5.86375877458533e+25,1.00116583,1.158322365450061,,4.168313265788803,13.168313265788802
2024-06-09 19:00:00,1717959203.0,20056181.0,58706498.67283468,58706498.67283468,21852847.56958644,0.0,5.863813657407253e+25,1.00116583,1.1690713827659593,,4.18760919159004,13.18760919159004
2024-06-09 20:00:00,1717961231.0,20056350.0,58706542.9163499,58706542.9163499,21956026.642599903,0.0,5.86381807660674e+25,1.00116583,1.1801347054253781,,4.207376924091859,13.207376924091859
2024-06-09 21:00:00,1717961231.0,20056350.0,58706542.9163499,58706542.9163499,21956026.642599903,0.0,5.86381807660674e+25,1.00116583,1.1801347054253781,,4.207376924091859,13.207376924091859
2024-06-09 22:00:00,1717961231.0,20056350.0,58706542.9163499,58706542.9163499,21956026.642599903,0.0,5.86381807660674e+25,1.00116583,1.1801347054253781,,4.207376924091859,13.207376924091859
2024-06-09 23:00:00,1717961231.0,20056350.0,58706542.9163499,58706542.9163499,21956026.642599903,0.0,5.86381807660674e+25,1.00116583,1.1801347054253781,,4.207376924091859,13.207376924091859
2024-06-10 00:00:00,1717961231.0,20056350.0,58706542.9163499,58706542.9163499,21956026.642599903,0.0,5.86381807660674e+25,1.00116583,1.1801347054253781,,4.207376924091859,13.207376924091859
2024-06-10 01:00:00,1717980755.0,20057969.0,58708977.404479615,58708977.404479615,22647998.001821276,0.0,5.863861107119419e+25,1.0012,1.2555834334925957,,4.339787034220566,13.339787034220565
2024-06-10 02:00:00,1717983191.0,20058171.0,58709034.34491319,58709034.34491319,22748193.924171004,0.0,5.863866794338114e+25,1.0012,1.266714264877954,,4.358980841110604,13.358980841110604
2024-06-10 03:00:00,1717983191.0,20058171.0,58709034.34491319,58709034.34491319,22748193.924171004,0.0,5.863866794338114e+25,1.0012,1.266714264877954,,4.358980841110604,13.358980841110604
2024-06-10 04:00:00,1717983191.0,20058171.0,58709034.34491319,58709034.34491319,22748193.924171004,0.0,5.863866794338114e+25,1.0012,1.266714264877954,,4.358980841110604,13.358980841110604
2024-06-10 05:00:00,1717993643.0,20059038.0,58709280.82190934,58709280.82190934,22848642.569764048,0.0,5.863891412495938e+25,1.0012,1.2779114552482318,,4.378204178510121,13.37820417851012
2024-06-10 06:00:00,1717997207.0,20059335.0,58729358.88462318,58729358.88462318,22848755.62445251,0.0,5.865896812287573e+25,1.0012,1.2770492629906143,,4.376726967136426,13.376726967136426
2024-06-10 07:00:00,1717997207.0,20059335.0,58729358.88462318,58729358.88462318,22848755.62445251,0.0,5.865896812287573e+25,1.0012,1.2770492629906143,,4.376726967136426,13.376726967136426
2024-06-10 08:00:00,1717997207.0,20059335.0,58729358.88462318,58729358.88462318,22848755.62445251,0.0,5.865896812287573e+25,1.0012,1.2770492629906143,,4.376726967136426,13.376726967136426
2024-06-10 09:00:00,1717997207.0,20059335.0,58729358.88462318,58729358.88462318,22848755.62445251,0.0,5.865896812287573e+25,1.0012,1.2770492629906143,,4.376726967136426,13.376726967136426
2024-06-10 10:00:00,1718012879.0,20060636.0,58729731.658332355,58729731.658332355,22973707.880754437,0.0,5.865934044979261e+25,1.0012,1.291033118893879,,4.400624590147197,13.400624590147197
2024-06-10 11:00:00,1718017199.0,20060995.0,58729835.52412501,58729835.52412501,22977514.607790157,0.0,5.865944419109569e+25,1.0012,1.2914549102181172,,4.401343391882955,13.401343391882955
2024-06-10 12:00:00,1718020703.0,20061282.0,58729919.798496634,58729919.798496634,23092764.976878267,0.0,5.865952836445929e+25,1.0012,1.3044377404547693,,4.423411139247802,13.423411139247802
2024-06-10 13:00:00,1718020703.0,20061282.0,58729919.798496634,58729919.798496634,23092764.976878267,0.0,5.865952836445929e+25,1.0012,1.3044377404547693,,4.423411139247802,13.423411139247802
2024-06-10 14:00:00,1718027639.0,20061856.0,58730088.51093456,58730088.51093456,23418695.31151593,0.0,5.865969687468494e+25,1.0012,1.3415088739780079,,4.485825800192214,13.485825800192215
2024-06-10 15:00:00,1718030675.0,20062109.0,58735170.2151313,58735170.2151313,23418796.446450643,0.0,5.866477248814553e+25,1.0012,1.3412871886283941,,4.485455141836323,13.485455141836324
2024-06-10 16:00:00,1718033603.0,20062351.0,58735243.82840177,58735243.82840177,23819374.60035733,0.0,5.866484601318594e+25,1.0012,1.3875603792193971,,4.562171159469026,13.562171159469026
2024-06-10 17:00:00,1718033603.0,20062351.0,58735243.82840177,58735243.82840177,23819374.60035733,0.0,5.866484601318594e+25,1.0012,1.3875603792193971,,4.562171159469026,13.562171159469026
2024-06-10 18:00:00,1718039063.0,20062802.0,58735384.931549504,58735384.931549504,24520402.74405704,0.0,5.866498694721285e+25,1.0012,1.4704274360626985,,4.696425400338057,13.696425400338057
2024-06-10 19:00:00,1718039063.0,20062802.0,58735384.931549504,58735384.931549504,24520402.74405704,0.0,5.866498694721285e+25,1.0012,1.4704274360626985,,4.696425400338057,13.696425400338057
2024-06-10 20:00:00,1718039063.0,20062802.0,58735384.931549504,58735384.931549504,24520402.74405704,0.0,5.866498694721285e+25,1.0012,1.4704274360626985,,4.696425400338057,13.696425400338057
2024-06-10 21:00:00,1718039063.0,20062802.0,58735384.931549504,58735384.931549504,24520402.74405704,0.0,5.866498694721285e+25,1.0012,1.4704274360626985,,4.696425400338057,13.696425400338057
2024-06-10 22:00:00,1718039063.0,20062802.0,58735384.931549504,58735384.931549504,24520402.74405704,0.0,5.866498694721285e+25,1.0012,1.4704274360626985,,4.696425400338057,13.696425400338057
2024-06-10 23:00:00,1718039063.0,20062802.0,58735384.931549504,58735384.931549504,24520402.74405704,0.0,5.866498694721285e+25,1.0012,1.4704274360626985,,4.696425400338057,13.696425400338057
2024-06-11 00:00:00,1718039063.0,20062802.0,58735384.931549504,58735384.931549504,24520402.74405704,0.0,5.866498694721285e+25,1.0012,1.4704274360626985,,4.696425400338057,13.696425400338057
2024-06-11 01:00:00,1718039063.0,20062802.0,58735384.931549504,58735384.931549504,24520402.74405704,0.0,5.866498694721285e+25,1.0012,1.4704274360626985,,4.696425400338057,13.696425400338057
2024-06-11 02:00:00,1718070755.0,20065425.0,58683453.98548684,58683453.98548684,25223734.812314004,0.0,5.8665854229218074e+25,1.0003,1.5587311184753987,,4.835386931480353,13.835386931480352
2024-06-11 03:00:00,1718073767.0,20065675.0,58683541.560193814,58683541.560193814,25223851.5827817,0.0,5.866594177766051e+25,1.0003,1.5587393473885838,,4.835399695043705,13.835399695043705
2024-06-11 04:00:00,1718076791.0,20065926.0,58684629.33335766,58684629.33335766,25223968.365514502,0.0,5.8667029224590285e+25,1.0003,1.5586944465813262,,4.835330050650099,13.8353300506501
2024-06-11 05:00:00,1718081063.0,20066280.0,58684753.30974564,58684753.30974564,25304466.862675905,0.0,5.86671531637965e+25,1.0003,1.5686501615847843,,4.850747614932338,13.850747614932338
2024-06-11 06:00:00,1718084759.0,20066585.0,58684861.19863875,58684861.19863875,25704730.720159836,0.0,5.866726102033265e+25,1.0003,1.6186602561248709,,4.927464240547369,13.92746424054737
2024-06-11 07:00:00,1718087819.0,20066838.0,58684953.37012801,58684953.37012801,25724359.22995036,0.0,5.866735316417876e+25,1.0003,1.6211264756427068,,4.93121659782255,13.93121659782255
2024-06-11 08:00:00,1718091263.0,20067125.0,58685057.26645593,58685057.26645593,25731499.863942485,0.0,5.866745702934713e+25,1.0003,1.622018935766596,,4.93257377405538,13.932573774055381
2024-06-11 09:00:00,1718093819.0,20067338.0,58685134.416769445,58685134.416769445,25731902.825141404,0.0,5.866753415652249e+25,1.0003,1.6220640520020928,,4.932642373011791,13.932642373011792
2024-06-11 10:00:00,1718096471.0,20067558.0,58435403.46142183,58435403.46142183,25732009.56321126,0.0,5.8417878097992435e+25,1.0003,1.6359694021105828,,4.953740105380857,13.953740105380858
2024-06-11 11:00:00,1718102951.0,20068091.0,58435599.896761686,58435599.896761686,25733871.968560062,0.0,5.841807447441936e+25,1.0003,1.6361915564743674,,4.9540764373509125,13.954076437350913
2024-06-11 12:00:00,1718102951.0,20068091.0,58435599.896761686,58435599.896761686,25733871.968560062,0.0,5.841807447441936e+25,1.0003,1.6361915564743674,,4.9540764373509125,13.954076437350913
2024-06-11 13:00:00,1718102951.0,20068091.0,58435599.896761686,58435599.896761686,25733871.968560062,0.0,5.841807447441936e+25,1.0003,1.6361915564743674,,4.9540764373509125,13.954076437350913
2024-06-11 14:00:00,1718111783.0,20068823.0,58435867.678697996,58435867.678697996,25990305.827633366,0.0,5.841834217604519e+25,1.0003,1.6689423990930707,,5.003412434168911,14.00341243416891
2024-06-11 15:00:00,1718117543.0,20069303.0,58436045.197763436,58436045.197763436,25716164.754829213,0.0,5.841851964187087e+25,1.0003,1.6339074348954292,,4.950617287109905,13.950617287109905
2024-06-11 16:00:00,1718121131.0,20069600.0,58436153.8288423,58436153.8288423,25666294.602862783,0.0,5.841862824037019e+25,1.0003,1.6275683911329732,,4.9410045402726155,13.941004540272615
2024-06-11 17:00:00,1718124971.0,20069918.0,58436270.13351706,58436270.13351706,25874603.272205174,0.0,5.8418744510164005e+25,1.0003,1.654085640047076,,4.981092711514828,13.981092711514828
2024-06-11 18:00:00,1718125907.0,20069995.0,58436298.82214123,58436298.82214123,25878756.578458503,0.0,5.841877319018417e+25,1.0003,1.6546145332701072,,4.9818889990696915,13.98188899906969
2024-06-11 19:00:00,1718132387.0,20070535.0,58436497.739183165,58436497.739183165,26030067.114026617,0.0,5.8418972047568895e+25,1.0003,1.6740046384981766,,5.010994869032761,14.01099486903276
2024-06-11 20:00:00,1718134775.0,20070731.0,58444059.787594296,58444059.787594296,26425324.198140245,0.0,5.842653182804588e+25,1.0003,1.7247810389724767,,5.086424636676252,14.086424636676252
2024-06-11 21:00:00,1718134775.0,20070731.0,58444059.787594296,58444059.787594296,26425324.198140245,0.0,5.842653182804588e+25,1.0003,1.7247810389724767,,5.086424636676252,14.086424636676252
2024-06-11 22:00:00,1718134775.0,20070731.0,58444059.787594296,58444059.787594296,26425324.198140245,0.0,5.842653182804588e+25,1.0003,1.7247810389724767,,5.086424636676252,14.086424636676252
2024-06-11 23:00:00,1718144855.0,20071566.0,58494024.95033622,58494024.95033622,26452335.784799345,0.0,5.842685393344309e+25,1.00114966,1.7253512361805845,,5.08726533048049,14.08726533048049
2024-06-12 00:00:00,1718144855.0,20071566.0,58494024.95033622,58494024.95033622,26452335.784799345,0.0,5.842685393344309e+25,1.00114966,1.7253512361805845,,5.08726533048049,14.08726533048049
2024-06-12 01:00:00,1718153099.0,20072251.0,58494288.77804239,58494288.77804239,26472710.56734307,0.0,5.842711745818541e+25,1.00114966,1.72798936283071,,5.09115315448874,14.09115315448874
2024-06-12 02:00:00,1718153099.0,20072251.0,58494288.77804239,58494288.77804239,26472710.56734307,0.0,5.842711745818541e+25,1.00114966,1.72798936283071,,5.09115315448874,14.09115315448874
2024-06-12 03:00:00,1718153099.0,20072251.0,58494288.77804239,58494288.77804239,26472710.56734307,0.0,5.842711745818541e+25,1.00114966,1.72798936283071,,5.09115315448874,14.09115315448874
2024-06-12 04:00:00,1718161511.0,20072948.0,58494558.394989364,58494558.394989364,26573185.04268406,0.0,5.842738676552052e+25,1.00114966,1.7411096687402088,,5.11044469993592,14.11044469993592
2024-06-12 05:00:00,1718161511.0,20072948.0,58494558.394989364,58494558.394989364,26573185.04268406,0.0,5.842738676552052e+25,1.00114966,1.7411096687402088,,5.11044469993592,14.11044469993592
2024-06-12 06:00:00,1718171195.0,20073750.0,58494871.13955192,58494871.13955192,26573852.347220454,0.0,5.842769915094605e+25,1.00114966,1.7411722901342483,,5.110536601181301,14.110536601181302
2024-06-12 07:00:00,1718174183.0,20073995.0,58775172.56086983,58775172.56086983,26521606.021627937,0.0,5.870767869098595e+25,1.00114966,1.7178286643526166,,5.076162917528283,14.076162917528283
2024-06-12 08:00:00,1718174183.0,20073995.0,58775172.56086983,58775172.56086983,26521606.021627937,0.0,5.870767869098595e+25,1.00114966,1.7178286643526166,,5.076162917528283,14.076162917528283
2024-06-12 09:00:00,1718174183.0,20073995.0,58775172.56086983,58775172.56086983,26521606.021627937,0.0,5.870767869098595e+25,1.00114966,1.7178286643526166,,5.076162917528283,14.076162917528283
2024-06-12 10:00:00,1718182955.0,20074725.0,58775453.405273505,58775453.405273505,27523130.163201727,0.0,5.870795921288482e+25,1.00114966,1.8499940039656995,,5.267818339643604,14.267818339643604
2024-06-12 11:00:00,1718182955.0,20074725.0,58775453.405273505,58775453.405273505,27523130.163201727,0.0,5.870795921288482e+25,1.00114966,1.8499940039656995,,5.267818339643604,14.267818339643604
2024-06-12 12:00:00,1718182955.0,20074725.0,58775453.405273505,58775453.405273505,27523130.163201727,0.0,5.870795921288482e+25,1.00114966,1.8499940039656995,,5.267818339643604,14.267818339643604
2024-06-12 13:00:00,1718195291.0,20075748.0,58775878.7786975,58775878.7786975,28034283.689972762,0.0,5.870838409783559e+25,1.00114966,1.9193104097434017,,5.365599327768616,14.365599327768615
2024-06-12 14:00:00,1718199923.0,20076130.0,58776044.47251108,58776044.47251108,28100325.749407202,0.0,5.870854960137636e+25,1.00114966,1.928349436105199,,5.378219179391817,14.378219179391817
