cir_model,cir_n_simulations,cir_liquidation_probability,cir_liquidation_count,cir_survival_probability,cir_mean_time_to_liquidation,cir_median_time_to_liquidation,cir_min_time_to_liquidation,cir_max_time_to_liquidation,cir_prob_liq_30d,cir_prob_liq_90d,cir_prob_liq_180d,cir_surviving_ltv_mean,cir_surviving_ltv_std,cir_surviving_ltv_95th,cir_prob_ltv_above_75,cir_initial_equity,cir_mean_pnl,cir_median_pnl,cir_std_pnl,cir_mean_return,cir_std_return,cir_sharpe_ratio,cir_min_pnl,cir_max_pnl,cir_pct_profitable,cir_var_95,cir_cvar_95,cir_var_99,cir_cvar_99,cir_mean_pnl_if_survive,cir_pct_profitable_if_survive,jump_model,jump_n_simulations,jump_liquidation_probability,jump_liquidation_count,jump_survival_probability,jump_mean_time_to_liquidation,jump_median_time_to_liquidation,jump_min_time_to_liquidation,jump_max_time_to_liquidation,jump_prob_liq_30d,jump_prob_liq_90d,jump_prob_liq_180d,jump_surviving_ltv_mean,jump_surviving_ltv_std,jump_surviving_ltv_95th,jump_prob_ltv_above_75,jump_initial_equity,jump_mean_pnl,jump_median_pnl,jump_std_pnl,jump_mean_return,jump_std_return,jump_sharpe_ratio,jump_min_pnl,jump_max_pnl,jump_pct_profitable,jump_var_95,jump_cvar_95,jump_var_99,jump_cvar_99,jump_mean_pnl_if_survive,jump_pct_profitable_if_survive
CIR,10000,0.0693,693,0.9307,0.49434857380062863,0.4821917808219178,0.0027397260273972603,0.989041095890411,0.0053,0.016399999999999998,0.035199999999999995,0.49897236409240836,0.013087501498283255,0.5207516050695129,0.0,50000.0,-733.1582966726361,2503.3409885950205,12864.080202497667,-0.01466316593345272,0.2572816040499533,-0.056992671464399555,-50000.0,8056.298661835201,0.8936,-50000.0,-50000.0,-50000.0,-50000.0,2621.242582462749,0.9601375308907274,CIR_Jump,10000,0.0665,665,0.9335,0.4904933566793697,0.4958904109589041,0.0027397260273972603,0.989041095890411,0.0055,0.0165,0.0328,0.4974473124147035,0.01282052793130224,0.5189828592422486,0.0,50000.0,-281.34292519814477,2827.694084359904,12671.13210001879,-0.005626858503962896,0.2534226420003758,-0.022203456090377875,-50000.0,8032.192495981231,0.9142,-50000.0,-50000.0,-50000.0,-50000.0,2947.809536406987,0.9793251205141938
