snapped_at,DAI,WETH
2020-05-04 00:00:00+00:00,-0.004943655951493261,-0.02222837924113641
2020-05-05 00:00:00+00:00,-0.0027414541567782665,-0.014020211459343734
2020-05-06 00:00:00+00:00,0.0007143486371936451,-0.007911562661126581
2020-05-07 00:00:00+00:00,-0.0032395659953864016,-0.016342127621395086
2020-05-08 00:00:00+00:00,0.00028121315085318866,0.052327045111881354
2020-05-09 00:00:00+00:00,-0.004365369697738527,-0.007062177045191298
2020-05-10 00:00:00+00:00,0.004431065292795125,-0.003150402415347031
2020-05-11 00:00:00+00:00,0.002566144915396182,-0.11148923784387321
2020-05-12 00:00:00+00:00,0.0007724983861725982,-0.01548056989088753
2020-05-13 00:00:00+00:00,-0.0010626720812373126,0.02103338942225985
2020-05-14 00:00:00+00:00,0.0034213486619632423,0.052049321750363475
2020-05-15 00:00:00+00:00,-0.004923887447196441,0.024352043134901358
2020-05-16 00:00:00+00:00,0.0012397687700760633,-0.05087673110157365
2020-05-17 00:00:00+00:00,0.002464416561692784,0.030937187547754874
2020-05-18 00:00:00+00:00,0.0005497601557129042,0.032673798976738055
2020-05-19 00:00:00+00:00,-0.005525776406403388,0.03279577058386174
2020-05-20 00:00:00+00:00,-0.001055488713485291,-0.00027233002289062114
2020-05-21 00:00:00+00:00,-0.0010124369012979436,-0.019246626315454485
2020-05-22 00:00:00+00:00,-0.0008533295130425038,-0.05796642307361832
2020-05-23 00:00:00+00:00,0.003171114193185464,0.0410461809305378
2020-05-24 00:00:00+00:00,-0.0016144446590395788,-0.0012389200517146648
2020-05-25 00:00:00+00:00,-0.007250480673072262,-0.02179871398862776
2020-05-26 00:00:00+00:00,0.0071414110155367735,0.012299280968684378
2020-05-27 00:00:00+00:00,0.0014915631109058691,-0.015819670624377835
2020-05-28 00:00:00+00:00,0.00031359216896536396,0.033895768784605984
2020-05-29 00:00:00+00:00,-0.0007335899610375596,0.05702363286162182
2020-05-30 00:00:00+00:00,-0.0006346544648413786,0.0025164389720941926
2020-05-31 00:00:00+00:00,-0.0005155165795395164,0.09540101552890956
2020-06-01 00:00:00+00:00,-5.557834681078661e-05,-0.045194513946931636
2020-06-02 00:00:00+00:00,0.008274878234811855,0.06971517441394148
2020-06-03 00:00:00+00:00,-0.005860400036688623,-0.047998063820945625
2020-06-04 00:00:00+00:00,-0.0018220755255164815,0.02675950532162208
2020-06-05 00:00:00+00:00,0.00029317167943029485,0.000304559909458213
2020-06-06 00:00:00+00:00,-0.0010316498716820884,-0.01830657862221674
2020-06-07 00:00:00+00:00,0.00027123428232614106,0.012881454520019986
2020-06-08 00:00:00+00:00,0.0017228582933916752,0.005970493662627696
2020-06-09 00:00:00+00:00,-0.0015037074686557346,0.010016124341502675
2020-06-10 00:00:00+00:00,0.0013195435858740997,-0.008849549824570424
2020-06-11 00:00:00+00:00,0.00013448096102602804,0.013696920400351864
2020-06-12 00:00:00+00:00,0.0007539037565205495,-0.06465102436903347
2020-06-13 00:00:00+00:00,-0.0024912325620633333,0.024126704682856825
2020-06-14 00:00:00+00:00,-0.0004980685129139849,0.004271025263459016
2020-06-15 00:00:00+00:00,0.012074969913290325,-0.027369692990462546
2020-06-16 00:00:00+00:00,-0.004230004528741409,-0.006426662078444778
2020-06-17 00:00:00+00:00,-0.003813384878750472,0.019739859288467443
2020-06-18 00:00:00+00:00,0.005535175805836979,-0.00621683855888211
2020-06-19 00:00:00+00:00,-1.83509857307404e-05,-0.011148525915957386
2020-06-20 00:00:00+00:00,-0.0010069538601163806,-0.008313141462156004
2020-06-21 00:00:00+00:00,-0.0016833396533785967,-0.0013474238282658035
2020-06-22 00:00:00+00:00,0.00038350078088968467,-0.004089687095376604
2020-06-23 00:00:00+00:00,-0.0020191285084929676,0.06360249990881695
2020-06-24 00:00:00+00:00,0.000561435037431013,-0.00011686016988132764
2020-06-25 00:00:00+00:00,0.0014857043096243219,-0.0328034143643956
2020-06-26 00:00:00+00:00,-0.0046178509296490415,-0.011396871390306984
2020-06-27 00:00:00+00:00,-0.0003808653135295584,-0.010584950477237065
2020-06-28 00:00:00+00:00,0.0018049315798887794,-0.04091235250267822
2020-06-29 00:00:00+00:00,0.0003988076515999313,0.0181730011599317
2020-06-30 00:00:00+00:00,-0.0007457040793875233,0.012767464578532284
2020-07-01 00:00:00+00:00,0.004970431235977066,-0.008606940397896778
2020-07-02 00:00:00+00:00,0.0048835871560119655,0.023453123143134746
2020-07-03 00:00:00+00:00,-0.006364182061228614,-0.020455035307465508
2020-07-04 00:00:00+00:00,0.0076761082892789975,-0.004932139541894642
