,liquidityRate_avg,variableBorrowRate_avg,utilizationRate_avg,stableBorrowRate_avg,x
0,0.00013029110197330907,0.0006948828750784581,0.09404379545454546,0.09,2022-02-16 16:00:00
1,0.0,0.0,-1.0916666666666666e-07,0.09000000000000001,2022-02-16 17:00:00
2,0.0,0.0,-5e-08,0.09000000000000001,2022-02-16 18:00:00
3,0.0,0.0,-1.1666666666666667e-08,0.09000000000000001,2022-02-16 19:00:00
4,0.0,0.0,0.0,0.09000000000000001,2022-02-16 20:00:00
5,0.00044737083408167997,0.00150728648565312,0.05575193333333334,0.09000000000000001,2022-02-16 21:00:00
6,0.0,0.0,-5e-08,0.09000000000000001,2022-02-16 22:00:00
7,0.0,0.0,-5e-08,0.09000000000000001,2022-02-16 23:00:00
8,0.0,0.0,-4.083333333333333e-08,0.09000000000000001,2022-02-17 00:00:00
9,0.0,0.0,-4.000000000000001e-08,0.09000000000000001,2022-02-17 01:00:00
10,0.0,0.0,-4.000000000000001e-08,0.09000000000000001,2022-02-17 02:00:00
11,8.57957635944e-06,0.0007458875248622399,0.004438759166666666,0.09000000000000001,2022-02-17 03:00:00
12,2.516551607808e-05,0.00210248263724976,0.01329491,0.09000000000000001,2022-02-17 04:00:00
13,2.4871517933760004e-05,0.0020779363479816,0.01328599,0.09000000000000001,2022-02-17 05:00:00
14,2.0890681980479997e-05,0.0018677479512582,0.0124686325,0.09000000000000001,2022-02-17 06:00:00
15,8.11045964808e-06,0.00118018225324512,0.008446553333333334,0.09000000000000001,2022-02-17 07:00:00
16,7.75383823476e-06,0.00117615524475096,0.007323033333333333,0.09000000000000001,2022-02-17 08:00:00
17,7.5599344872e-06,0.00114672466027584,0.007324960000000001,0.09000000000000001,2022-02-17 09:00:00
18,7.5599344872e-06,0.00114672466027584,0.007324960000000001,0.09000000000000001,2022-02-17 10:00:00
19,7.4700989352e-06,0.0011362773914110802,0.0073048808333333335,0.09000000000000001,2022-02-17 11:00:00
20,7.45598166084e-06,0.0011352041746578,0.007297708333333333,0.09000000000000001,2022-02-17 12:00:00
21,7.455964710240001e-06,0.0011352028946904,0.0072977,0.09000000000000001,2022-02-17 13:00:00
22,7.434245551679999e-06,0.0011335474741809598,0.0072972725,0.09000000000000001,2022-02-17 14:00:00
23,7.62591074256e-06,0.0011668335484176001,0.007261803333333334,0.09000000000000001,2022-02-17 15:00:00
24,7.540250530679999e-06,0.00115562445507144,0.0072495541666666675,0.09000000000000001,2022-02-17 16:00:00
25,3.0576592098000003e-06,0.0004692566586672,0.007239348333333334,0.09000000000000001,2022-02-17 17:00:00
26,2.146832295048e-05,0.00299924746448544,0.008500146666666666,0.09000000000000001,2022-02-17 18:00:00
27,1.679859839844e-05,0.0017039547222562799,0.010952148333333333,0.09000000000000001,2022-02-17 19:00:00
28,1.8465319649519998e-05,0.0018677888686137601,0.010971881666666667,0.09000000000000001,2022-02-17 20:00:00
29,1.515176359128e-05,0.001618109220582,0.010516355,0.09000000000000001,2022-02-17 21:00:00
30,1.495600034976e-05,0.00160778669113008,0.01046543,0.09000000000000001,2022-02-17 22:00:00
31,1.495600034976e-05,0.00160778669113008,0.01046543,0.09000000000000001,2022-02-17 23:00:00
32,1.49000198238e-05,0.0016047769207816799,0.010337994166666668,0.09000000000000001,2022-02-18 00:00:00
33,1.488875929056e-05,0.0016041715948828799,0.01031248,0.09000000000000001,2022-02-18 01:00:00
34,1.488625546356e-05,0.0016040366553348,0.0103116125,0.09000000000000001,2022-02-18 02:00:00
35,1.3643766286920002e-05,0.00147026092972176,0.010309235833333333,0.09000000000000001,2022-02-18 03:00:00
36,1.08052093764e-05,0.001165534101756,0.010295833333333332,0.09000000000000001,2022-02-18 04:00:00
37,1.9546303483079998e-05,0.00175798059440256,0.0118688325,0.09000000000000001,2022-02-18 05:00:00
38,2.439900647712e-05,0.00217607611476384,0.01215727,0.09000000000000001,2022-02-18 06:00:00
39,2.15191107324e-05,0.0019285329765952799,0.012403018333333333,0.09000000000000001,2022-02-18 07:00:00
40,1.593513260064e-05,0.00143724233127528,0.0122871875,0.09000000000000001,2022-02-18 08:00:00
41,7.360172848800001e-06,0.0006708913725311999,0.01218963,0.09000000000000001,2022-02-18 09:00:00
42,3.395569010832e-05,0.0030929577304611602,0.012193065000000001,0.09000000000000001,2022-02-18 10:00:00
43,2.58903262044e-05,0.00237255641394156,0.012114929166666668,0.09000000000000001,2022-02-18 11:00:00
44,2.028286555236e-05,0.0018723466345316401,0.0120364275,0.09000000000000001,2022-02-18 12:00:00
45,2.027835346032e-05,0.00187213849716816,0.01203509,0.09000000000000001,2022-02-18 13:00:00
46,1.7679042600480003e-05,0.0016322545617717598,0.012032595,0.09000000000000001,2022-02-18 14:00:00
47,2.1494469211559998e-05,0.00200783594362896,0.012004748333333334,0.09000000000000001,2022-02-18 15:00:00
48,1.8819587452319998e-05,0.00180331062297552,0.011777893333333333,0.09000000000000001,2022-02-18 16:00:00
49,1.5843703298039998e-05,0.0016519997544235199,0.010686489166666667,0.09000000000000001,2022-02-18 17:00:00
50,1.396566472464e-05,0.0015536342771834402,0.010002820833333334,0.09000000000000001,2022-02-18 18:00:00
51,2.646655057728e-05,0.00205188941736504,0.0135434075,0.09000000000000001,2022-02-18 19:00:00
52,3.601154730852e-05,0.0024948138753324,0.0160379975,0.09000000000000001,2022-02-18 20:00:00
53,3.55188000942e-05,0.00247770736571088,0.0159125875,0.09000000000000001,2022-02-18 21:00:00
54,3.399111733536e-05,0.0024236758922191203,0.015863674999999997,0.09000000000000001,2022-02-18 22:00:00
55,1.23595747974e-05,0.00088664432525748,0.015527765,0.09000000000000001,2022-02-18 23:00:00
56,6.583603579199999e-06,0.00047368993520016,0.015442740000000002,0.09000000000000001,2022-02-19 00:00:00
57,8.91154936656e-06,0.00063776482609392,0.015464365833333334,0.09000000000000001,2022-02-19 01:00:00
58,3.433656530736e-05,0.0024361230028057197,0.015661360000000003,0.09000000000000001,2022-02-19 02:00:00
