name;open;high;low;close;volume;marketCap;timestamp
"2781";1.0114887153;1.011933977;1.0063999065;1.010283786;83992;0;"2024-02-23T00:00:00.000Z"
"2781";1.010283786;1.0109991287;1.0094626221;1.0097502737;115877.47;0;"2024-02-24T00:00:00.000Z"
"2781";1.0097502737;1.01166303;1.0097502737;1.0099015141;217400.25;0;"2024-02-25T00:00:00.000Z"
"2781";1.0099015141;1.0127035322;1.0097125496;1.0119239978;878433.24;0;"2024-02-26T00:00:00.000Z"
"2781";1.0119239978;1.0122859759;1.0102630749;1.0102630749;270668.77;0;"2024-02-27T00:00:00.000Z"
"2781";1.0102630749;1.0123653774;1.0102630749;1.0115753056;245070.36;0;"2024-02-28T00:00:00.000Z"
"2781";1.0115753056;1.0148063387;1.0099853546;1.0148061198;3095655.04;0;"2024-02-29T00:00:00.000Z"
"2781";1.0148061198;1.0245026658;1.0136163889;1.013750139;4050881.8;0;"2024-03-01T00:00:00.000Z"
"2781";1.013750139;1.013750139;1.0115516427;1.0118586834;1397047.86;0;"2024-03-02T00:00:00.000Z"
"2781";1.0118586834;1.0118587968;1.0099484329;1.0101677578;1748560.33;0;"2024-03-03T00:00:00.000Z"
"2781";1.0101677578;1.0116115174;1.0089629094;1.0089629094;0;0;"2024-03-04T00:00:00.000Z"
"2781";1.0089629094;1.0117856969;1.0089629094;1.0116360576;1740971.95;0;"2024-03-05T00:00:00.000Z"
"2781";1.0116360576;1.0143044467;1.0095121611;1.0139578658;607280.35;0;"2024-03-06T00:00:00.000Z"
"2781";1.0139578658;1.0181153677;1.0130550025;1.0181153677;553707.65;0;"2024-03-07T00:00:00.000Z"
"2781";1.0181153677;1.021398588;1.0181153677;1.0181749824;607200.66;0;"2024-03-08T00:00:00.000Z"
"2781";1.0181749824;1.0292782304;1.0181735495;1.0214694303;512373.61;0;"2024-03-09T00:00:00.000Z"
"2781";1.0214694303;1.024197835;1.0214441231;1.0225285549;500852.05;0;"2024-03-10T00:00:00.000Z"
"2781";1.0225285549;1.0239671801;1.0209402901;1.0229774313;277601.6;0;"2024-03-11T00:00:00.000Z"
"2781";1.0229774313;1.0237656816;1.0213128157;1.0234722565;3450892.98;0;"2024-03-12T00:00:00.000Z"
"2781";1.0234722565;1.024680868;1.0217712024;1.0242771147;2127988.57;0;"2024-03-13T00:00:00.000Z"
"2781";1.0242771147;1.0254661414;1.0236954267;1.0254660325;8246231.65;0;"2024-03-14T00:00:00.000Z"
"2781";1.0254660325;1.0262712996;1.0254484428;1.0260331285;5690646.81;0;"2024-03-15T00:00:00.000Z"
"2781";1.0260331285;1.0273247152;1.0260331285;1.0260958359;237098.86;0;"2024-03-16T00:00:00.000Z"
"2781";1.0260958359;1.0264883216;1.0240842631;1.0264877938;1509197.29;0;"2024-03-17T00:00:00.000Z"
"2781";1.0262958009;1.0287626162;1.0262958009;1.0287625505;902700.38;0;"2024-03-18T00:00:00.000Z"
"2781";1.0285220857;1.0302792719;1.0285220857;1.0302792719;404108.23;0;"2024-03-19T00:00:00.000Z"
"2781";1.0302792719;1.0307877306;1.027106373;1.0305106122;2660549.99;0;"2024-03-20T00:00:00.000Z"
"2781";1.0305106122;1.0325051409;1.0300140943;1.0319659209;2836537.5;0;"2024-03-21T00:00:00.000Z"
"2781";1.0319659209;1.0331295671;1.0313305485;1.0315506516;5615623.45;0;"2024-03-22T00:00:00.000Z"
"2781";1.0315506516;1.0498132746;1.0312813338;1.0318078224;709156.54;0;"2024-03-23T00:00:00.000Z"
"2781";1.0318078224;1.0329581006;1.0317818074;1.032957718;270773.84;0;"2024-03-24T00:00:00.000Z"
"2781";1.032957718;1.0333483322;1.032578482;1.032724971;627388.38;0;"2024-03-25T00:00:00.000Z"
"2781";1.032724971;1.0336624691;1.0324696645;1.0333922137;2827939.25;0;"2024-03-26T00:00:00.000Z"
"2781";1.0333922137;1.0352483996;1.0333922137;1.0345287205;528180.64;0;"2024-03-27T00:00:00.000Z"
"2781";1.0345287205;1.0359636705;1.034353217;1.0357636347;2518391.49;0;"2024-03-28T00:00:00.000Z"
"2781";1.0357636347;1.0411988541;1.0357636347;1.0404593226;22775492.19;0;"2024-03-29T00:00:00.000Z"
"2781";1.0404593226;1.0409789809;1.0395265416;1.0403113989;3175372.12;0;"2024-03-30T00:00:00.000Z"
"2781";1.0403113989;1.0404728287;1.0398976188;1.0401769805;985443.61;0;"2024-03-31T00:00:00.000Z"
"2781";1.0401769805;1.040179298;1.0361501613;1.0375476522;1221475.33;0;"2024-04-01T00:00:00.000Z"
"2781";1.0375476522;1.0413700617;1.0288544338;1.0297792918;26735353.04;0;"2024-04-02T00:00:00.000Z"
"2781";1.0297792918;1.0325920746;0.974227886;1.0228146102;19631826.68;0;"2024-04-03T00:00:00.000Z"
"2781";1.0228146102;1.0364156598;1.0201531998;1.0362797719;18445074.67;0;"2024-04-04T00:00:00.000Z"
"2781";1.0362797719;1.0394830469;1.0300312987;1.0374703049;14977419.07;0;"2024-04-05T00:00:00.000Z"
"2781";1.0374703049;1.0393860343;1.0353313368;1.0372917361;5619884.05;0;"2024-04-06T00:00:00.000Z"
"2781";1.0372917361;1.0387539561;1.0344355006;1.0387531099;6256525.71;0;"2024-04-07T00:00:00.000Z"
"2781";1.0387531099;1.043709949;1.0338693252;1.0437097363;24971350.06;0;"2024-04-08T00:00:00.000Z"
"2781";1.0437097363;1.044657106;1.0390824632;1.0433322701;15780922.23;0;"2024-04-09T00:00:00.000Z"
"2781";1.0433322701;1.0449345837;1.0394785914;1.0442804191;10609271.67;0;"2024-04-10T00:00:00.000Z"
"2781";1.0442804191;1.0449110609;1.0390483212;1.0403302396;10315021.95;0;"2024-04-11T00:00:00.000Z"
"2781";1.0403302396;1.0463945539;1.0339393688;1.0385331945;18606720.49;0;"2024-04-12T00:00:00.000Z"
"2781";1.0385331945;1.0399142907;1.0275735424;1.0345336657;4329314.99;0;"2024-04-13T00:00:00.000Z"
"2781";1.0345336657;1.0428385267;1.0293858044;1.0419431001;10046328.17;0;"2024-04-14T00:00:00.000Z"
"2781";1.0425220879;1.0425265011;1.0378187189;1.0403623227;5857383;0;"2024-04-15T00:00:00.000Z"
"2781";1.0403623227;1.0454747944;1.0356755688;1.0437969356;4043274.48;0;"2024-04-16T00:00:00.000Z"
"2781";1.0437969356;1.0480863871;1.0437969356;1.0474228995;3385869.06;0;"2024-04-17T00:00:00.000Z"
"2781";1.0474228995;1.0551977077;1.0449066621;1.0449066621;5317505.67;0;"2024-04-18T00:00:00.000Z"
"2781";1.0449066621;1.0468923346;1.0419108109;1.04276434;4811273.43;0;"2024-04-19T00:00:00.000Z"
"2781";1.04276434;1.0446336506;1.0390969928;1.0414195703;3757062.37;0;"2024-04-20T00:00:00.000Z"
"2781";1.0414195703;1.0451121984;1.0406211233;1.0424511257;3647710.79;0;"2024-04-21T00:00:00.000Z"
"2781";1.0424511257;1.0444757599;1.0367779977;1.041708875;4192505.31;0;"2024-04-22T00:00:00.000Z"
"2781";1.041708875;1.0497655947;1.0186207576;1.046172039;15912023.02;0;"2024-04-23T00:00:00.000Z"
"2781";1.046172039;1.0501732219;1.043599787;1.0475258355;9458502.82;0;"2024-04-24T00:00:00.000Z"
"2781";1.0475258355;1.0475258355;1.0413801512;1.0457076675;12319577.92;0;"2024-04-25T00:00:00.000Z"
"2781";1.0457076675;1.0468737886;1.0387869809;1.0431869535;5082055.37;0;"2024-04-26T00:00:00.000Z"
"2781";1.0431869535;1.0482825479;1.0423986866;1.0474581194;3240787.97;0;"2024-04-27T00:00:00.000Z"
"2781";1.0474581194;1.0501912052;1.0357996802;1.0500283632;7159679.41;0;"2024-04-28T00:00:00.000Z"
"2781";1.0500283632;1.0504241254;1.0461314441;1.0501698408;2130365.53;0;"2024-04-29T00:00:00.000Z"
"2781";1.0501698408;1.0515299066;1.0435281639;1.0501054357;5276062.12;0;"2024-04-30T00:00:00.000Z"
"2781";1.0501054357;1.05120644;1.0417954981;1.0472760625;7370739.9;0;"2024-05-01T00:00:00.000Z"
"2781";1.0472760625;1.053752381;1.0464243207;1.0534229324;4003784.66;0;"2024-05-02T00:00:00.000Z"
"2781";1.0534229324;1.0555061277;1.0531312755;1.0535077997;6016374.72;0;"2024-05-03T00:00:00.000Z"
"2781";1.0535077997;1.0555666284;1.052856853;1.0550636954;2567405.53;0;"2024-05-04T00:00:00.000Z"
"2781";1.0550636954;1.0567186461;1.0541651247;1.0557317664;3146406.88;0;"2024-05-05T00:00:00.000Z"
"2781";1.0557317664;1.0573378641;1.0375664404;1.0564862141;3832063.58;0;"2024-05-06T00:00:00.000Z"
"2781";1.0564862141;1.0591794492;1.0559871114;1.0579318115;3758305.48;0;"2024-05-07T00:00:00.000Z"
"2781";1.0579318115;1.0594188932;1.0574735011;1.0588411073;6913136.58;0;"2024-05-08T00:00:00.000Z"
"2781";1.0588411073;1.0603309995;1.0587163139;1.0599693484;10406433;0;"2024-05-09T00:00:00.000Z"
"2781";1.0599693484;1.0605120976;1.0587467379;1.060013338;6122641.95;0;"2024-05-10T00:00:00.000Z"
"2781";1.060013338;1.0608714534;1.0598151912;1.0603278279;2438846.42;0;"2024-05-11T00:00:00.000Z"
"2781";1.0603278279;1.0612720586;1.0599639982;1.0608343891;6876942.06;0;"2024-05-12T00:00:00.000Z"
"2781";1.0608343891;1.0628702583;1.0605878775;1.06174488;5237799.43;0;"2024-05-13T00:00:00.000Z"
"2781";1.06174488;1.062513234;1.0604636102;1.0606372253;7461661.83;0;"2024-05-14T00:00:00.000Z"
"2781";1.0606372253;1.0646428169;1.0604557018;1.06276258;10223531.12;0;"2024-05-15T00:00:00.000Z"
"2781";1.06276258;1.0643860097;1.0621640362;1.0634292609;9039265.08;0;"2024-05-16T00:00:00.000Z"
"2781";1.0634292609;1.0669477305;1.0633050491;1.0653223042;21948661.66;0;"2024-05-17T00:00:00.000Z"
"2781";1.0653223042;1.0665432807;1.0625511828;1.0646564529;25930256.67;0;"2024-05-18T00:00:00.000Z"
"2781";1.0646564529;1.0659140045;1.064012833;1.0659140045;9329669.4;0;"2024-05-19T00:00:00.000Z"
"2781";1.0659140045;1.070734325;1.063226278;1.070734325;17621765.89;0;"2024-05-20T00:00:00.000Z"
"2781";1.070734325;1.070734325;1.0643061663;1.0666584895;25130554.91;0;"2024-05-21T00:00:00.000Z"
"2781";1.0666584895;1.0679120023;1.064370057;1.0669840391;16336423.9;743212377.27;"2024-05-22T00:00:00.000Z"
"2781";1.0669840391;1.069942946;1.0643482691;1.0695058082;8513532.59;844105843.54;"2024-05-23T00:00:00.000Z"
"2781";1.0695058082;1.0702500564;1.0641730458;1.0668777775;14417868.2;958438565.05;"2024-05-24T00:00:00.000Z"
"2781";1.0668777775;1.0694638818;1.0665899126;1.0680913072;3349377.76;980081008.31;"2024-05-25T00:00:00.000Z"
"2781";1.0680913072;1.0718995153;1.0660348331;1.0709184309;1559212.1;1007047323.61;"2024-05-26T00:00:00.000Z"
