name;open;high;low;close;volume;marketCap;timestamp
"2781";0.993689;1.01849;0.819066;0.99196;132068;1145183.5;"2018-08-01T00:00:00.000Z"
"2781";0.992147;1.02396;0.950869;0.995963;83184.3;976948.52;"2018-09-01T00:00:00.000Z"
"2781";0.993115;1.02924;0.946818;0.991367;106800;1483423.8;"2018-10-01T00:00:00.000Z"
"2781";0.991368;1.08344;0.818528;0.947194723;14735.13;1436048.65;"2018-11-01T00:00:00.000Z"
"2781";0.949763333;1.0633434947;0.795500517;0.9918203776;1801.52;1141499.93;"2018-12-01T00:00:00.000Z"
"2781";0.9920737744;1.047699068;0.6304070651;0.9910121643;1261.65;1075519.86;"2019-01-01T00:00:00.000Z"
"2781";0.9913071703;1.0950978544;0.6496605733;0.9612252674;77.17;1019462.54;"2019-02-01T00:00:00.000Z"
"2781";0.9601799989;1.0736418175;0.7164352799;0.941795627;1301.85;1177121.13;"2019-03-01T00:00:00.000Z"
"2781";0.9412122717;1.1708989304;0.3876047651;0.9951109509;5093.55;1253282.28;"2019-04-01T00:00:00.000Z"
"2781";0.9951815939;1.0393889524;0.8994760624;0.9615249155;78257.72;2551113.88;"2019-05-01T00:00:00.000Z"
"2781";0.9615313388;1.0129606517;0.6791217311;0.8644217201;31519.01;2914528.14;"2019-06-01T00:00:00.000Z"
"2781";0.8644217201;1.2657400863;0.8274084155;1.0022138569;37159.44;1539551.07;"2019-07-01T00:00:00.000Z"
"2781";1.0023697252;1.0766529947;0.9545386559;0.9762754663;13102.78;2764594.57;"2019-08-01T00:00:00.000Z"
"2781";0.9792419558;1.0469244311;0.9347232034;0.9828601589;604.77;2679451.91;"2019-09-01T00:00:00.000Z"
"2781";0.9857640501;2.2755129611;0.9345853612;0.9694943446;81.45;6317993.09;"2019-10-01T00:00:00.000Z"
"2781";0.9691950466;1.1282775642;0.9009027956;0.9834908624;278.53;13650113.8;"2019-11-01T00:00:00.000Z"
"2781";0.9837066132;1.2723469935;0.9269511048;0.9838597016;47.52;11212851.58;"2019-12-01T00:00:00.000Z"
"2781";0.9838597016;1.0650650375;0.9377726888;0.9942069765;2616.83;7735927.16;"2020-01-01T00:00:00.000Z"
"2781";0.9934904609;1.0601076778;0.8014123179;0.9420525945;548.15;5234248.97;"2020-02-01T00:00:00.000Z"
"2781";0.9415719295;1.0443367656;0.8942496243;0.9904788165;2766.33;4609126.63;"2020-03-01T00:00:00.000Z"
"2781";0.9904788165;1.0714384613;0.9567871446;1.0062795946;3641.43;5199811.32;"2020-04-01T00:00:00.000Z"
"2781";1.0062795946;1.0632440173;0.9195826546;0.9882588607;1995.79;7351507.23;"2020-05-01T00:00:00.000Z"
"2781";0.9887238643;1.0602263746;0.9595649817;0.996376321;38079.84;20981196.45;"2020-06-01T00:00:00.000Z"
"2781";0.9965057276;1.0869699263;0.9019827974;0.9901371703;25679.92;22288634.35;"2020-07-01T00:00:00.000Z"
"2781";1.01732178;12.1104275;0.00937763;0.95511788;356138040.54;21500327.26;"2020-08-01T00:00:00.000Z"
"2781";0.95504503;1.39941395;0.93217282;1.00932644;787176299.54;22720597.45;"2020-09-01T00:00:00.000Z"
"2781";1.00931118;1.00970387;0.99292017;1.00210012;139097397.18;22557928.26;"2020-10-01T00:00:00.000Z"
"2781";1.00210012;1.03827369;0.95146533;1.02312352;36184631.66;23031178.63;"2020-11-01T00:00:00.000Z"
"2781";1.02314831;1.02997413;0.95975433;1.01171005;301774441.71;22774254.07;"2020-12-01T00:00:00.000Z"
"2781";1.01168585;1.01965689;0.98141416;1.01181291;1137064194;144081727.55;"2021-01-01T00:00:00.000Z"
"2781";1.01181484;1.02902309;0.98689825;1.01129886;553326096.18;144008526.87;"2021-02-01T00:00:00.000Z"
"2781";1.01129779;1.02920386;0.98161011;1.01666655;305027343.88;144772884.23;"2021-03-01T00:00:00.000Z"
"2781";1.01666383;1.08913949;1.0056077;1.02644734;514451604.88;146165663.43;"2021-04-01T00:00:00.000Z"
"2781";1.02504837;1.06888863;0.99480632;1.00512077;1305244012.76;236041962.98;"2021-05-01T00:00:00.000Z"
"2781";1.0051594;1.02815571;0.99207091;1.01189375;1085294852.68;146935994.41;"2021-06-01T00:00:00.000Z"
"2781";1.01190657;1.02007405;1.00145887;1.00767483;689001764.89;192911280.95;"2021-07-01T00:00:00.000Z"
"2781";1.00767384;1.01331395;0.99310348;0.99814235;481694460.58;285321756.04;"2021-08-01T00:00:00.000Z"
"2781";0.9981626;1.0132869852;0.98250839;1.0002554144;465719785.05;201454896.37;"2021-09-01T00:00:00.000Z"
"2781";1.0002363456;1.013335856;0.9921293611;0.9948056535;287590348.95;104400541.43;"2021-10-01T00:00:00.000Z"
"2781";0.9947617592;2.3560361325;0.9895086492;1.0086470428;225198596.19;104947694.9;"2021-11-01T00:00:00.000Z"
"2781";1.0085230563;1.0225557313;0.9899823712;0.9965829759;261820044.93;129016915.06;"2021-12-01T00:00:00.000Z"
"2781";0.9965696425;1.021359427;0.9802552169;1.0056226311;506836520.77;99524125.6;"2022-01-01T00:00:00.000Z"
"2781";1.0055641773;1.0103014632;0.9903717064;1.0003216037;375460234.09;121225429.22;"2022-02-01T00:00:00.000Z"
"2781";1.0003774992;1.0103140315;0.991337935;0.9961973804;264408699.54;138077473.61;"2022-03-01T00:00:00.000Z"
"2781";0.9963949477;1.0059707052;0.987662977;0.9968951585;233926361.56;119413488.18;"2022-04-01T00:00:00.000Z"
"2781";0.9968894761;1.0136266014;0.9532952741;0.9967046956;162252405.29;108921671.7;"2022-05-01T00:00:00.000Z"
"2781";0.996637147;1.0102462084;0.9854236935;1.0065294668;1308985962.19;98745607.42;"2022-06-01T00:00:00.000Z"
"2781";1.0071812425;1.0220810353;0.9918673407;1.0011990997;1377152931.54;125375642.55;"2022-07-01T00:00:00.000Z"
"2781";1.0011950675;1.0202091252;0.9962292508;1.0121130496;699701838.84;87799653.81;"2022-08-01T00:00:00.000Z"
"2781";1.0121012747;1.0196999803;0.9948524289;1.0061009861;453119103.07;70987368.57;"2022-09-01T00:00:00.000Z"
"2781";1.0063866866;1.0208098571;0.9936658444;1.0104416298;107989318.54;68107407.45;"2022-10-01T00:00:00.000Z"
"2781";1.0104918887;1.0264671151;0.9486382243;1.0039052907;180408346.26;45587239.53;"2022-11-01T00:00:00.000Z"
"2781";1.0041261452;1.0180689904;0.9938504396;0.9961926586;381294625.5;47138966.3;"2022-12-01T00:00:00.000Z"
"2781";0.996064118;1.0115751713;0.9888194959;1.0022676067;440715055.85;52019674.37;"2023-01-01T00:00:00.000Z"
"2781";1.0020332441;1.0156346609;0.9831469106;0.9985212435;160252618.46;50430051.73;"2023-02-01T00:00:00.000Z"
"2781";0.9981527271;1.02571529;0.9337296671;0.998037514;297727296.09;41130180.95;"2023-03-01T00:00:00.000Z"
"2781";0.9977557899;1.011419832;0.9791240628;0.9943474267;86093303.6;45063952.95;"2023-04-01T00:00:00.000Z"
"2781";0.9940343754;1.0109228768;0.986496748;0.9957143328;56505587.62;46662397.72;"2023-05-01T00:00:00.000Z"
"2781";0.9966757377;1.0154327791;0.9734203425;1.0000589135;82888689.53;45832064.47;"2023-06-01T00:00:00.000Z"
"2781";1.0001111135;1.0176899027;0.9807342343;0.9975521162;83548260.75;45440107.49;"2023-07-01T00:00:00.000Z"
"2781";0.9975101043;1.0145902165;0.9672322213;0.9941449905;77628167.7;35479989.73;"2023-08-01T00:00:00.000Z"
"2781";0.9966902548;1.0088734574;0.9886267483;0.9975779008;42826323.69;34641429.36;"2023-09-01T00:00:00.000Z"
"2781";0.9975483967;1.011586587;0.9800906273;0.9985968819;82915810.24;32064153.8;"2023-10-01T00:00:00.000Z"
"2781";0.9987773375;1.0107588926;0.9813361898;0.9948784275;144844056.15;45751781.74;"2023-11-01T00:00:00.000Z"
"2781";0.9948533071;1.0139034001;0.9737426209;0.9904256765;191132728.15;58996099.82;"2023-12-01T00:00:00.000Z"
"2781";0.9904329819;0.9997074644;0.9801682391;0.9988774592;147113420.67;54354168.88;"2024-01-01T00:00:00.000Z"
"2781";0.9983983801;1.003024279;0.9842236433;1.0005365216;99474886.08;49962548.23;"2024-02-01T00:00:00.000Z"
"2781";1.0004865735;1.003852476;0.9949025479;0.9991029204;166714717.82;49689793.44;"2024-03-01T00:00:00.000Z"
"2781";0.9991029204;1.0014213881;0.9907829675;0.9938268473;123720189.63;50889638.94;"2024-04-01T00:00:00.000Z"
"2781";0.9938268473;1.0003015459;0.9163097758;0.9988395736;84233523.26;39498171.74;"2024-05-01T00:00:00.000Z"
"2781";0.9988395736;1.0151039612;0.9869886802;0.9964017438;49424142.44;35359729.7;"2024-06-01T00:00:00.000Z"
"2781";0.9964064008;1.0295213393;0.9865267421;0.9982280683;74089990.44;21322115.98;"2024-07-01T00:00:00.000Z"
"2781";0.9982280683;1.001860797;0.9702755937;0.9925683229;50244000.31;21885128.54;"2024-08-01T00:00:00.000Z"
"2781";0.9925683229;1.0002308348;0.9753037048;0.9938090121;33758024.56;14684124.09;"2024-09-01T00:00:00.000Z"
"2781";0.9938090121;1.0075816278;0.988171435;0.9999845622;28638713.88;9998630.39;"2024-10-01T00:00:00.000Z"
"2781";0.9999845622;1.0103069745;0.9986938776;1.0001840943;20335671.37;9265523.41;"2024-11-01T00:00:00.000Z"
"2781";1.0003973725;1.0009182857;0.9812049513;0.9893411932;0;0;"2024-12-01T00:00:00Z"
