cir_model,cir_n_simulations,cir_liquidation_probability,cir_liquidation_count,cir_survival_probability,cir_mean_time_to_liquidation,cir_median_time_to_liquidation,cir_min_time_to_liquidation,cir_max_time_to_liquidation,cir_prob_liq_30d,cir_prob_liq_90d,cir_prob_liq_180d,cir_surviving_ltv_mean,cir_surviving_ltv_std,cir_surviving_ltv_95th,cir_prob_ltv_above_75,cir_initial_equity,cir_mean_pnl,cir_median_pnl,cir_std_pnl,cir_mean_return,cir_std_return,cir_min_pnl,cir_max_pnl,cir_pct_profitable,cir_var_95,cir_cvar_95,cir_var_99,cir_cvar_99,cir_mean_pnl_if_survive,cir_pct_profitable_if_survive,jump_model,jump_n_simulations,jump_liquidation_probability,jump_liquidation_count,jump_survival_probability,jump_mean_time_to_liquidation,jump_median_time_to_liquidation,jump_min_time_to_liquidation,jump_max_time_to_liquidation,jump_prob_liq_30d,jump_prob_liq_90d,jump_prob_liq_180d,jump_surviving_ltv_mean,jump_surviving_ltv_std,jump_surviving_ltv_95th,jump_prob_ltv_above_75,jump_initial_equity,jump_mean_pnl,jump_median_pnl,jump_std_pnl,jump_mean_return,jump_std_return,jump_min_pnl,jump_max_pnl,jump_pct_profitable,jump_var_95,jump_cvar_95,jump_var_99,jump_cvar_99,jump_mean_pnl_if_survive,jump_pct_profitable_if_survive
CIR,10000,0.294,2940,0.706,0.46334265212934495,0.42191780821917807,0.043835616438356165,1.0,0.0027,0.0622,0.173,0.33612369240377854,0.1562806687621855,0.6319452046741246,0.008356940509915015,50000.0,-181.5505737103943,12333.253317738247,34657.927463055115,-0.0036310114742078904,0.6931585492611023,-50000.0,53575.13474864264,0.6154,-50000.0,-50000.0,-50000.0,-50000.0,20270.996267180042,0.871671388101983,CIR_Jump,10000,0.2852,2852,0.7148,0.4622634440623259,0.42191780821917807,0.049315068493150684,1.0,0.0028,0.0665,0.16770000000000002,0.33554261954154047,0.15484237422548025,0.6257555729331201,0.008114157806379406,50000.0,676.2061800736765,13005.295082428569,34578.8599612473,0.013524123601473525,0.6915771992249461,-50000.0,52871.08536571087,0.623,-50000.0,-50000.0,-50000.0,-50000.0,20638.06619812181,0.8715724678231673
